AUTHOR,COMMENT,RATING,TIME
"Paul Miles","“
not happy at all with cex as i traded in a grange hill box set and they only offered me 6 quid instead off 11 quid when on the web site it states 11 quid only to tell me by e mail as i checked with them they said i should have knowen this wrong its up to cex to inform customers this. all in all i wont be there again useless customer service and very bad for buisness.
”","1","Posted 2 years ago"
"Anonymous","“
First order - I bought a Sony XPERIA XZ2 through their online store and given it was Grade A I was expecting it in its box with all original accessories.
The phone came wrapped in bubble wrap with some CeX branded accessories.
I had to open a ticket to request all the original accessories it had to come with. I got some of them but not pleased as experience was not smooth and I still lacked the box, SIM card tool etc.
Second order - Online order of a Panasonic Lumix camera lens. The lens came wrapped in bubble wrap again without its box or original accessories (lens hood or lens bag). After opening a ticket I was told they do not consider a lens hood as essential.
All in all, do NOT order online from CeX. Only in store to make sure you know what you're getting.
Only internal phones and emails so you cannot get in touch with a specific store and customer service doesn't seem to be bothered to connect you with these stores or do it for you.
”","2","Posted 2 years ago"
"Anonymous","“
Went in store to sell my honor view 20, left it with them while they tested it, came back find it now had a scratch across the screen and on top of that they had put a password on it, good job I stayed at the checkout and checked my phone first or I wouldn't of been able to use it. Think they only ended up buying for the full amount they first quoted me before I left it because I made a fuss and refused to move until they had removed the password and could prove the phone had no scratches on it when I left it as I had taken a pic which had the time and date on it. Would never take anything there again, talk about try to rip you off
”","2","Posted 2 years ago"
"Anonymous","“
I bought GTA V for Xbox 360 and you'd better be sorry CeX because you gave a disc 2nd hand in good looking condition but not only that it doesn't work you get bad ratings because you give bad discs so please ensure the discs are looked altered with care
”","1","Posted 2 years ago"
"Anonymous","“
EA433837
I was please with the customer service I recived from the young member of staff on the morning of Saturday 27th April at the Eastbourne branch, all the staff were professional unlike my local East Ham brach who have no customer service skills, all lazy, don't mean what they say and act like kids in a playground
”","5","Posted 2 years ago"
"Robert Macnair","“
No discs included with 3 bluray steelbooks. Avoid.
”","1","Posted 2 years ago"
"Darren L Ackers","“
Online service is a joke the delivery company they use is slow and incompetent their customer service is inept at best avoid using
”","1","Posted 2 years ago"
"Calum","“
Ordered 2 games off of the website as they weren't available in my local store have been waiting at least 5 days now absolute shambles especially for the amount I'm paying. Shocking and disgusted.
”","1","Posted 2 years ago"
"Anonymous","“
Bought a Tomtom go 5100 which was a B grade . No box but the sat nav and holder
with the lead were all like new really happy and delivery was special delivery next day. All tested and tried out and it is working perfect.
”","5","Posted 2 years ago"
"David","“
Terrible shop in East Kilbride.. Will never return to this shop. went in 11 days ago and asked for a samsung plug as I had found my phone was only charging slowly just using a wire pluged into an extension cord. Was sold a samsung plug and cable. Tried it but same problem with these. it only charges phone slow. Tried to return today to be told that I could only return for credit as it was more than two days. Under the low, as I was sold something unfit for purpose, I am entitles to a full refund up to 30 days. They dont even have a refund posted on their wall. Needless to say, I will never return to this shop again. I lost £11, but you have lost a customer.
”","1","Posted 2 years ago"
"Jay","“
This is a joke. Poor customer service, rude and clueless staff. Bought an item from them, damaged and faulty.. to return it I had to wait an hour for their test.. was send back saying they could not test it because it had a lock. What kind of tester is it who does not know to test run an iPad with a lock on it??? Stay away.... this people are just here to cheat you. Do not buy anything from them.
”","1","Posted 2 years ago"
"Darren Hainey","“
Place is a joke tried to tell me my Samsung s8 damaged was only worth £47 when I got double elsewhere avoid at all costs folks bunch of jokers
”","1","Posted 2 years ago"
"Andrew","“
Terrible company bought an ipod and the…
Terrible company bought an ipod and the battery failed so quick. So took it back and was told I was sold an ipod with faulty battery, sent it back and was told they would refund me or swap it. Got an email saying I could have neither and worst of all said I could not have my ipod back either, they basically stole it, but you cant arrest a corporation.
They said I am only getting £50 voucher or nothing, so basically they win either way!!! Sucj a bad company, so £50 voucher when bought ipod for£120 few months earlier, you can make your own mind up with this.
”","1","Posted 2 years ago"
"Cal Anderson","“
CeX is terrible, it's just a joke you cannot phone ANY branch at all the online customer service is terrible and the people in store are polite and nice people but have no way of contacting any other store, so you cannot find out what type of condition a product is which is ridiculous when they only give 3 grading groups, that is nowhere near enough to accurately tell what condition your phone will come in, I received a phone with a massive scratch on the front as a b grade phone the cable it came with was in terrible condition too, definitely a c in my eyes, they also won't let you take the phone back then buy it again. For example if you want to buy a phone to test it out (because the grading is garbage) they will not let you take it back, trade your old phone in and then repurchase it so you have to gamble and give up your old phone before you even see their phone online it's cannot call itself a business
”","1","Posted 2 years ago"
"Billal Tak","“
My Xbox one ordered online came filthy honestly I don't even know what was on it it was just so dirty including hairs and all sorts
”","1","Posted 2 years ago"
"Anonymous","“
AWFUL!!!!!
RUN AND DO NOT WASTE YOUR MONEY.
Purchased a phone which had an issue with the battery, took it back and was advised to use the phone and only if it was really bad should I take it back and they would run a diagnostic (Letchworth Store). When I did take the phone in I explained to the manager/supervisor (the most senior person in the Luton Store at the time) that I had been unable to back the phone up and that it should not be wiped. The manager assured me that this would not happen but to my dismay when I returned to the store they had completely wiped 8000 videos and pictures had been deleted.
I received a full refund for the phone which this disguised as a 'goodwill payment'. I will never use a CEX store again and I will ensure that none of my family or friends EVER USE this useless chain again!!!!!!!!!!!!
”","1","Posted 2 years ago"
"Anonymous","“
I put a consol/traded in a consol this Thursday, as per usual the Plymouth store didn't have enough money in etc. So selected for online transfer. Was told the money will be in your account by Saturday. Well now its saturday and it's not there. I now call BS to what I was told would happen. There music in there is always far to loud. Staff friendly. But wtf if I was told it would be there today and it isn't. Later found out it could be up to 5 days!!! F$#king fuming. There customer service is always unreachable!!!! Dont waste your time as they dont f%%$ing reply anyway. I'd give negative stars if possible
”","1","Posted 2 years ago"
"Anonymous","“
do not sell mobile phones to cex . i placed an order to a mobile phone to them on 3/3/19 ,i sent it off straight away and was told when they recieved it would processed in 7 days. well 10 days later they told me it would be another 10 days, so from start to finish it would be 28 days.
Its only a low budget phone.
”","1","Posted 2 years ago"
"Rog","“
I have just sold some pieces to CeX and then purchased a couple of items
I visited the Newbury Shop and was lucky to be served by the lovely Sian
The items were for my grandson and Sian was so helpful showing us the items we required and making suggestions
Thank you Sian
”","5","Posted 2 years ago"
"Anonymous","“
So I went pick up my surface pro 5 from Bromley branch. There are numerous scratches! (some scratch are 10cm long and deep) near the volume rocker is chipped, the touch screen isn't even working properly, there's dead zone on the screen where the touch doesn't work. The camera is partially covered by wire, speaker mesh is frayed/damaged, there's glue on the edge of the screen and there's some unknown dirt on the fold which looks like weed. They didn't just not fix my screen but managed to damage it even more, I am really disappointed and angry with the service!!
”","1","Posted 2 years ago"
"Mrs Bo Jangles","“
I now use CEX online a fair amount, probably 5-8 DVDs or Blu-rays a month, and I've found their service to be very good. Purchases are typically delivered within two working days [occassionaly 1 working day, occassionally three working days]. Where I feel CEX could improve is that their listings do not contain enough information & some are really pretty slovenly. This can result in thinking you are buying one edition only to have another one delivered instead. I recently ordered a particular BD based on the picture and [scanty] item info. The item that turned up was the same film but a different edition to the one pictured in the listing. Although it is easy to return items to CEX & get a refund, if they took a little more time in describing items more acurately it would save their customer dissappointment and the trouble of queueing up to resolve the matter. That said, the prices I sometimes pay for specialist films are substantially below what I would pay other well-known sites. The other related problem is that when I returned the item in question to my local branch it reappeared on the CEX site as again available from the store, but still with the same misleading picture and description. Someone else is going to buy it and will most likely return it as I did. Overall the service I get from CEX online is excellent.
”","5","Posted 2 years ago"
"Alan Titley","“
I sent phone to Webuy/Cex on 26th Feb and was received 28th. Email sent stating were processing, we are now on 14 days and still no payment. Are they selling the phone before I get my money, I don't think so, time for action, going to small claims court to recover my money, all they offer is excuses?
”","1","Posted 2 years ago"
"Anonymous","“
was told my ps4 controler that i purchased a week ago could not be bought as the analog sticks moved by themselves. Rediculace excuse as ive never used the controller would much rather be told they can't afford to buy it.
”","1","Posted 2 years ago"
"Simon","“
I work abroad i bought an Samsung Galaxy s7 for a work phone witch was broke and kept ending my important calls so i returned it after a week as you do only to be told because its out of the two day warranty there is nothing they can do made a formal complaint to head office to be told the same thing don't buy from this company if your item breaks and you spend £200+ like me your well and truly out of pocket even with my receipt.
”","1","Posted 2 years ago"
"Simon","“
I work abroad i bought an Samsung Galaxy s7 for a work phone witch was broke and kept ending my important calls so i returned it after a week as you do only to be told because its out of the two day warranty there is nothing they can do made a formal complaint to head office to be told the same thing don't buy from this company if your item breaks and you spend £200+ like me your well and truly out of pocket even with my receipt.
”","1","Posted 2 years ago"
"Just A Number With £ (according To Cex)","“
Awful. Sent wrong disc. Fair enough. Used my time to print the return stuff. Great. But no reply given to me, just refunded when i was told the correct disc would be sent out once returned. Like i wasent worth their time
So is that what you do? Send special edition boxes but just insert any discs you please and hope they dont notice and be all nicey nice but once you issue your redund thats it sorted when you didnt even request it, well i hope you dont plan on sending wrong disc and correct box to some other victum. Would not surprise me. DO NOT USE ONLINE. YOU ARE JUST A NUMBER WITH £ NEXT TO IT.
”","1","Posted 2 years ago"
"Berger","“
I brought a unlocked I phone 7plus in Bournemouth. I tried to put my french SIM card and told me phone was locked. I went back to the shop and they guarantee d me it was unlocked. Back in France still does not work. Finally on advice of Apple l called all the big UK phone companies until O2 confirmed the phone was locked to them. I contacted CEX several times via messenger and basically they said tough. 😡 l have now had to pay a company to unlock the phone. So will know in next 24 hours. Awful service via messenger. Still no answer since 9 hours
”","1","Posted 2 years ago"
"Anonymous","“
My daughter purchased a phone from the kings Lynn store back in November,unfortunately a week ago the battery developed problems as the phone will only now work with the charger plugged in.I took the phone to the kings Lynn store and upon examination a very small crack was found in the top corner of the screen and I was then told it was accidental damage and nothing could be done.I find this despicable as the phone is in very good condition and the small crack does not have any effect on the operation.It is the battery that is faulty which needs to be plugged in to the charger then it will function perfectly.My daughter saved very hard to but this phone which was £95 and she is now very upset as she has only has the phone since November.I also feel very upset that this attitude has been adopted and as a very good customer I will be seeking an alternative to your stores in the future. yours D Fountain
”","1","Posted 2 years ago"
"Anonymous","“
Bought a game, got home and opened the case and the disc was scratched and covered in finger prints. They hadn’t bothered to clean the disc before re-sale.
”","2","Posted 2 years ago"
"Billy","“
My mother called in the cex store for me to buy two memory cards that I bought quite a few of in the past and always £15 each but when my man went in one card was £18 and the other was £16 and two 32gb cards that are usually £8 but now £12 , so what happened is then seen an older woman come in their shop and took advantage , so I called back to the stops myself less than 30 mins later and asked for a refund because they just ripped my man off , but they could only give me a voucher for cex and I demanded my money back and they said can't give refunds on 2nd hand items ?? I'll never shop there again and I'm stuck with a £58 voucher because I won't by another thing from them again , they change prices for who enters the store , a con shop stay clear is my advice .
”","1","Posted 2 years ago"
"Yes","“
Fantastic service at Wood Green cex today
”","5","Posted 2 years ago"
"Anonymous","“
Beware I’ve lost a lot of money with this company compared to eBay eBay might actually be better last two weeks I had 2 iPhone XS Max with problems only was able to get a refund on one because one was blocked but the C grade 1 they sold me had a cracked screen and I didn’t get any refund fact that one cost me £400 to swap in for a different one but eBay would’ve given back my full cost
”","1","Posted 2 years ago"
"Anonymous","“
first time using cex and will be the last time, tried buying a xbox one controller a few days ago for £42 and it was clearly second hand, didn't even last one day as the left stick wouldn't work, we tried getting a refund of which we couldn't so they offered a exchange .. it took nearly 2 hours to do because they had to carry out checks on the controller of which they said everything was ok which it clearly wasn't … so we were given another controller in exchange and that too has problems , the sticks are stiff, rusted and have a delay on them.
it is absolutely scandalous how they can charge £42 for second hand controllers they should be valued at £15-25 its just a scam that we cant get a refund for.
”","1","Posted 2 years ago"
"M B Oxborough","“
Browsed around North Shields shop. Lovely, helpful staff. Bought a Grade B phone for my husbands birthday and though he hasn't got it yet I just know he is going to love it. Knowing that I have a 2 year guarantee makes me happy. One point I must make is that I felt lack of communication between shops was going on. Shops can only work if they work together. Manager seems to know her stuff and has a great deal of respect from her staff.
”","5","Posted 2 years ago"
"DAWN","“
I was after a decent headset so I went to cex store Sunderland and found a pair of beats. I bought them on the understanding they were wireless as was told they were and this was the charger. Happy I got them took them home to find out they weren't wireless but I liked them so kept them. Now at the weekend I was in cex at hartlepool as my daughter wanted a game. I seen a pair of bose headset. So my partner asked are they wireless and the staff as it took 2 to tell him they will be. So again took them home to find out they are exactually the same as the beats. Does noone train these people. I could have took them back for a credit note which is wrong as my partner asked if they were wireless. Why should i have a credit note for something they cant get right. And as i found out i could of had the same pair off amazon new for £15 cheaper. Not just are they useless but also rip people off with prices.
”","2","Posted 2 years ago"
"Anonymous","“
Good service by friendly staff took dvds in and got a credit note to spend in shop bought a box set which i wanted, good all round
”","5","Posted 2 years ago"
"Mila","“
I ordered an iphone, I paid £115, I waited two weeks (when a special one day delivery was “promised”). Nothing came.
I found out my order was delivered to someone else! I found out this MYSELF. Nothing was sent to notify me. No one from CEX was interested in the case. I had to investigate everything myslef. So much HASSLE! Every time I was approaching cex, Puneet from customer sevices was sending to me automatic responses that “we are sorry your product was delivered to a wrong person. Allow us 48 hours”. And this continued a week and a half. Then, I had to change my attitude in order to make them act. Two weeks and a half after I paid, after their “one day”special delivery and after my 10 emails, they refunded me. Based on my nightmare personal experience, I Do NOT RECOMMEND using cex at all!
”","1","Posted 2 years ago"
"Anonymous","“
Unprofessional service and untrustworthy. I have waited 8 days, only to find out that they had described my product (AirPods) as unhygienic condition. I had only used them once. AirPods are basically brand new. Watch out folks for these propagandists. Don't waste your time.
”","1","Posted 2 years ago"
"Fred","“
Cex falsely advertisment
Cex bought some very high quality items off me for exchange of me purchasing some DJ decks that got sent to me. Not only where they in horrible condition when originally purchased as B grade but they were completely the wrong model. I'm now stuck with either them of a £300 voucher that I don't want to spend in cex. Not happy
”","1","Posted 2 years ago"
"Anonymous","“
Queue out the door. Waited 30 mins before abandoning shop. Staff spend an age with people trading in so there is nobody to serve straightforward quick sales. The company obviously isn’t interested in making money or customer service. Staff are rude and pretend queue not there. No apology or attempt to acknowledge waiting customers
”","1","Posted 2 years ago"
"Anonymous","“
Was ripped off by CEX.
Went in on first day and spent about an hour going through various items to sell them. Play station, dvds, ps3 games, Nintendo wii and games.. you get the gist. At the end I was told in total £73 for all, which was a bit disappointing, none the less decided to sell as was no use and didn’t want hassle of selling myself. At that point the staff member asked if I wanted to sell them the ps3 ( as they were only offering £19 for it less £15 as they said they would need to replace one of the remotes as it had a small crack in it) so basically £4 for a perfectly working ps3 console with working but small cracked remote! Anyway I said yes again so total was £77. They then said I would receive my money in a couple of days once they checked it was all working. Well after 4 days nothing so my parter went in to chase them up, at this point they put £55 onto her card, with my partner not knowing the amount they put on the card she left the shop. ( have to mention my partener didn’t know any of the discussions or monetary values for the items and she was just going in to ask when the balance would be paid). When I later spoke with her we then learnt that the amounts were different. When I emailed the complaints department to explain I was basically told that the £55 was the correct figure and that was final. Completely robbed and lied to. I know it’s only a difference of £22 but for what they got from me and the fact it was agreed the figure of £77, I was told shop was correct and I would not be getting my money and would no longer take my complaint.
Do not use this company as they just rob you. I certainly would never use them again and I will be making sure to be sharing my experience.
”","1","Posted 2 years ago"
"Ryan","“
Used the online portal a few times recently and everything has arrived the next day and in good condition, you can use your vouchers online as well.
”","5","Posted 2 years ago"
"Anonymous","“
3 times i wrote a review on there website and 3 times it was deleted along with a message stating well this is embarressing... erm what is embarressing is how shockingly disgusting your company is.
”","1","Posted 2 years ago"
"Anonymous","“
Managed to pick up a copy of Pokemon Y for £20 at the weekend, excellent value as it goes for a lot higher everywhere else
”","5","Posted 2 years ago"
"Habib Purves","“
8 months ago I bought an AMD RX580 from CeX. It seemed faulty almost straight away, the mouse was stuttering across the screen. I tried everything I could think of to troubleshoot but it still didn't work properly.
I brought it into a store and described the issues. They tested it and claimed that no fault was found.
Miraculously it worked for a while after that, but then I started having issues again. I troubleshooted again, reinstalled Windows and bought a new CPU from them.
I brought it into the store again, and was told no fault found, again.
This winter I gave up and decided to trade it in, for half what I paid (for a card that never fully worked, no less).
Just now, I looked at the test receipt from trading in the graphics card. Nothing is ticked on the checklist, but handwritten is the following: No fault found
Comments
Over heating while idle
Stuttering mouse movement.
So in other words, when they test a graphics card for a refund, they don't find the fault described. But when I want to trade it in for half the money, they claim no fault found yet acknowledge some of the issues I described, twice, to staff in the same store.
”","1","Posted 2 years ago"
"Fabrizio","“
Delivered item to god knows where- why use Royal mail? Your item was delivered on 01-02-2019.
NO CONFIRMATION OF WHICH ADDRESS IT'S BEEN POSTED TO.
NO CONFIRMATION OF HOW TO CONTACT ROYAL MAIL / CEX TO RECTIFY.
PATHETIC WEB SUPPORT WHICH DO NOT REPLY - ONLY REPLY IF I LEAVE BAD FEEDBACK.
When things go right at CEX fine - no problem, but when things go wrong... absolutely dyer service. I'm still awaiting a response and will continue to bad review this company until issue is resolved.
”","1","Posted 2 years ago"
"Notbornyesterday","“
Selling a boxed game&watch was told they would only pay unboxed price as the polystyrene was in 2 pieces
I call shenanigans cos of the amount of games I’ve bought from the same store “complete in box” only to find out they have fake inlays
So in summary selling a complete in box item is apparently a term you only use to rip people off
Website says £66
Staff member says £19
You should be ashamed of yourselves
Dirty little con artists
”","1","Posted 2 years ago"
"Anonymous","“
DO NOT SELL TO CEX. I recently took my 2012 MacBook Pro in to sell, which was in great condition with no scratches or dents, as well as functioning very well too. I took it to CEX and they gave me a quote of £250, assuring me that the laptop looked in good condition and so there should be no problem. I had wiped and reset the laptop, and so the worker was setting it up right in front of me, and it clearly was functioning well. They told me I would hear back from them within 2 working days max. After 6 days of absolutely no contact, I receive a call saying that I have to go and pick up the laptop as it won't turn on. I was shocked by this as I knew for a fact the laptop worked fine. Upon arriving in the shop, I saw within seconds that the laptop had not even been charged! This was strange as I had handed it in fully charged. After leaving the laptop to charge for an hour, they said there was nothing they could do as they have been trying to switch it on for days but nothing happened. What was particularly ridiculous was that they were in fact able to set up the laptop enough put a brand new password on it... I am greatly convinced that they took my laptop for parts and then claimed it was already broken when I gave it in, a clear lie. I wouldn't want this to happen to anyone else as now I can't even try to sell the laptop elsewhere as it is broken. Definitely use a more reliable shop or site!
”","1","Posted 2 years ago"
"George Popadopalis","“
Bought a Canon Powershot compact camera online and when it arrived it was missing the charger. It was graded B so I should have got one. Went to the Wigan branch and some young clown tried telling me you charged the battery using a USB cable. I told him the battery had to be removed to be charged but he wasn't having any of it. Most of the Wigan lot are thicker than a uncoat loaf. Wont be stepping foot in the shop ever again. Clowns
”","1","Posted 2 years ago"
"Anonymous","“
When you walk into a shop you expect to be greeted by kind people. Well the people in this store are extremely rude and should not be working in retail. They have 0 communication skills and are very rude. Accusing my stuff of being fake when there was clearly a serial number. Would not recommend at all
”","1","Posted 2 years ago"
"Posky Idnani","“
Cex in Reading... disgraceful customer service... belittling attitude. Was promised my laptop for sale will be tested in 3.5 hours...its now been 2 days and still nothing... meaning I will have to spend my time and parking money to go back to them to be told it's not done yet... they dont even pick up phones... avoid at all costs.. pay a little more and get better service.......
”","1","Posted 2 years ago"
"Anonymous","“
Non existent customer service!!!! No way to get in touch with a 'human' to discuss any issues. No email just messenger and I think Twitter. You can wait a day or more for a reply to your message. If you have no problems I guess it is OK but if you need help you won't get it very quickly if at all. When I decided to ask to speak to a manager in our local store, we were informed he was on his lunch break and wasn't coming out!!!!
”","1","Posted 2 years ago"
"Robert Walker","“
Great customer service shop was nice and clean
”","5","Posted 2 years ago"
"Ourvi","“
Rude manager at Birmingham city centre store. Does not know how to conduct himself. Went to the store on Saturday 12th jannat around 4pm to return an iPhone I ordered online. Unfortunately it was not the condition I expected. He basically accused me of causing the scratch. Told me that I had to email head office and they would verify with the pictures they would have. I hadn’t even switched the phone on and returned it the same day it arrived. He basically insulted me and treated me like I was a liar. Disgraceful
”","1","Posted 2 years ago"
"Tony","“
Agreed a price then paid less
Do not even want to give one star. After inspection of my phones, a price was agreed and forms were filled in. We were told the money would be in our account within a day or two. We have now just received a voicemail saying that they are going to pay us a lot less now because of one of wear and tear on one of the phones. Scandalous!
”","1","Posted 2 years ago"
"Anonymous","“
Avoid! Sold a faulty ipad, returned it within the week with a receipt. The fault was seen by a member of CEX at the till. The staff member advised me to leave the ipad and the tester will test further. I hear nothing back and chase it up via e-mail as you can not contact them via telephone. I am then told the ipad is fine and to come and collect? The staff at Leeds town centre are rude and do not want to help..... this is still on going. Avoid at all costs!!!!!!!
”","1","Posted 2 years ago"
"Wallace Smith","“
twice in one week i chose a number of dvds , and one has been missing as they searched for them , i have purchased a lot lately but i did not like that there were, 6 staff ,2 were serving and the other 3 ignored me waiting to be served!! then to find one of the ones went missing ,to say the least i gave up and didnt buy any.... the same thing happened a couple days ago , not happy at all as i am a good customer grrrr
”","2","Posted 2 years ago"
"Anonymous","“
Purchased an i pad on behalf of my Mum as a Christmas present for my Dad it cost £95. I discovered that it wouldn't charge. I took it back and was given another. On Xmas day we discovered the i pad was locked with a code we didn't have. My Dad and nephew went back to the shop after Christmas and were told to come back an hour and half later. When they returned they were given yet another i pad. Back at home myself ,my nephew and Dad sat at the table to set up the i pad only to discover it hadn't been unlocked. Totally fed up by this point i took it to another branch the next day and though more pleasant was told i needed to email my complaint (There is no phoning with Cex) I emailed my complaint then decided to go back to the branch I bought it from and appeal to them for help or to give me a refund, which I was bluntly refused .I was all but accused of causing the problem myself and they would not take any action until I had heard from my email. I could not believe this was happening and felt so distressed and upset. When Cex eventually emailed me back, they said that on the stores CCTV it showed the i pad had no code on it ?? Basically accusing us of putting a code in and then lying about it ??. This was so unfair and very, very untrue. My Dad tried again by going into the store the next day but was met with the same stoic, behaviour. He insisted an email was sent to head office,and believing this had been done he left, I received no email other than a customer satisfaction email (hilarious) . We ended up going to Apple to get the i pad unlocked, what a difference, professional ,friendly and understanding and very shocked at what had happened to us.
Cex (guess i should have known by the name) I will be putting on all my social media how disgusted I am at what you put us through. Our Christmas was marred and we had unnecessary stress, and time that as a family we simply did not need or deserve
”","1","Posted 2 years ago"
"Allan","“
Cex is a bad company wouldn’t recommend anyone to shop there or even trade stuff in as they rip you off as they’re policy is if you have the game got to return it within two days even if it’s a xmas present which I don’t think is fair as my partner had gotten me a game she didn’t know I had and I didn’t know till xmas day when I went back instead of getting the full refund of £15 she got £8 back and as I picked up a game that was same value and she had to pay £7 towards it I am not going back to them as they are money stealing bastards
”","1","Posted 2 years ago"
"Anonymous","“
Fast service. Knowledgeable staff.
”","5","Posted 2 years ago"
"Anonymous","“
There was 5 people serving behind the counter however none served on selling / trade in for over 40 minutes until served. Surely this can be improved?
”","1","Posted 2 years ago"
"Anonymous","“
Every DVD bought from Cex, (I have bought a lot from Cex in the past), every single one has been damaged and would skip at random points during viewing, whenever you take the disc into Cex they offer to clean it but then say their machines aren't as good as they use to be, the same problem keeps happening, better off paying a bit more and having games and DVDs working rather than being left disappointed.
”","1","Posted 2 years ago"
"Kalem","“
Bought Forza Motorsport 4 for £5 as it was the 2 disc version and it was labeled as 2 disc. I've just opened the case only to find the essentials edition, therefore I got half the game at full price. I'm going admit that it has been 5 days since I bought this and I should have checked then, but they shouldn't have given me the wrong game to begin with.
”","1","Posted 2 years ago"
"Emily","“
Bought a 2nd hand video card with 3 fans from Cex with a 2 year warranty. Discovered one of the fans had sheared off. Checked and found that it was still within the warranty. Brought the video card in for a warranty check. Was told, initially that it was determined that the damage was caused by the customer because the video card's case had been opened(I hadn't). Pointed out that if it had been opened I bought it off them in that state, seeing as it was a pre-owned product.
Later on told that the damage was caused by customer because i had overpowered the card. Same thing, I hadn't because I don't overclock. Inconsistancy between reasons given shows they're lies invented to allow them to refuse to honour the warranty.
Cex are crooks, will never buy from them again.
”","1","Posted 2 years ago"
"Waz","“
First purchased a phone on line.money out of account.3 days later told me it was out if stock and money refuned into my ac.It was not.From the day it came out till it went back into my bank was a total of 6 days.Emailed them but no responce.Went into shop (Newport) had 1 in stock. Got it home put sim card in and it was locked to network.Sold as unlocked.Took it back they said they would sort it within hr.Went back today nit sorted they said codes they had did not work.They offered me refund or another phone or will try another code.ive taken a cash refund ,wot a joke this pkace is.
”","2","Posted 2 years ago"
"Anonymous","“
The price was good and good condition
”","5","Posted 3 years ago"
"Anonymous","“
Just had one of my worst shopping experiences ever at the Northallerton branch with an ignorant and rude lady that cost them over £270 worth of sales. I was so embarrassed by her tactless behaviour I walked away wondering what just happened
”","1","Posted 3 years ago"
"Claire Staples","“
When customers take things in to the shop there are refusing to take things in Windsor store that is not how to run a store and when customers take things in to sell there say we can't take that coz it has some damage what does it matter it still works I am disgusted by the staff at Windsor store there don't have any customers services and there are rude I will never be shopping there again
”","1","Posted 3 years ago"
"Anonymous","“
Order number EQ230081
18th Nov made a visit to Cex East Ham, was served by Hammad, I had 6 brand new unlocked mobile phone which I wanted to sell price was agreed and a form was filled out. I thought instead of cash I would get the payment as bank transfer so I wouldn’t have to come back to the shop. Hammad had advised me that by the 20th Nov latest I would have the money in my account, I waited until the 21st and got nothing so on the 21st I went to Cex East Ham and had spoken to a young Asian girl who told me the phones have not been checked and she doesn’t know why but it will be check today and yet another form was filled out and that I would get the bank transfer in my account by 22nd nov but of course still nothing no payment so I went back to Cex East Ham a third time on 22 nov and had spoken to Hammad again and he was unsure why this wasn’t proceed but whilst I was in store at the counter he had proceed it all and I will get the money in my account by 23rd nov and he was 110% sure about that, those were his words. So today is 23rd Nov and still no money has been paid into my bank account? Wonder if anyone can help as in store they don’t seem very professional and obviously don’t care about their customers and don’t know how to provide customer service and are good at lying this proves. I have patiently waiting but after the third time this is getting ridiculous and really annoying me and wasting my time.
”","1","Posted 3 years ago"
"Anonymous","“
TERRIBLE experience at CEX Cowley. Such a RUDE member of staff acting as if she wanted to start a fight! I was only trying to understand why it says there are 3 of my item in stock at that branch but nothing in when i arrive.
AVOID!! Customer care isn't their specialty!
”","1","Posted 3 years ago"
"Anonymous","“
Took a faulty item to Bletchley branch,they tested item and stated nothing wrong,tested item again at home,definitely faulty,took it back again to be told the same thing even with someone else noting the problem.
The alleged manager was a total waste of space(put politely). He obviously has no clue how to handle customers correctly.couldn't check water temperature correctly,left and took item to MK centre branch,Funny thing,
They checked the item on the same day.Found the fault straight away,solved my issue,fixed the problem quickly easily and proffesionaly,Bletchley branch useless.
”","1","Posted 3 years ago"
"Anonymous","“
SCAMMERS! SCAMMERS! SCAMMERS! Do not buy anything from them, especially phones. They would find thousands excuses not to accept the item back under the warranty. I bought iPhone from them in August and it stopped working after 3 months. I could not switch it on, it went completely black. I went to the Hounslow branch in London and wanted them to repair it, or give me replacement/refund but they refuse it. First thing they said to me is that I could have brought a different item as they cannot prove it it's theirs. The phone was not switching on so they were unable to check IMEI number. It was my word against theirs. I lost £400 and they did not do anything to help me. If they are selling the phones they supposed to have a way to prove it it's theirs. Why should I prove it? I brought the phone in the original box and receipt from them. What kind of business it is? They are making money cheating on people. They will give you 24 months warranty but would do anything just not to accept the faulty item back. Liars. Also, when I said I paid £400 the blondie said to me I didn't pay her so I said I paid the business you are working for and you must be getting a salary, she just laugh at my face. When I said I want to talk to a manger they told me he's not there and would not provide me with a number. They told me to email headquarters. Horrible, horrible customer service. I ended up with a faulty item and £400 out of my pocket. STAY AWAY FROM THIS COMPANY. CONS
”","1","Posted 3 years ago"
"Mr Little","“
I took my console to the west bromwich store to be told to wait 45 mins to then be told they wouldnt take it because they couldnt take off the profile and reset it. I got home and reset it in less than 2 mins after catching a taxi there and having to walk home because of their incompetence, the staff clearly dont know what they are doing and it cost me money. Chimps would have been more apt.
”","2","Posted 3 years ago"
"Anonymous","“
Avoid buying stuff online from them! My boyfriend ordered some light bulbs online from them b22 twice and every single time we receive the wrong ones. We have also mentioned in the first email we sent, to double check the package they send you the 2nd time. Also they don't ever respond to your emails, ignoring you completely until you go into the store to get a refund. My boyfriend had returned all the light bulbs to them and we won't ever consider buying anything from them ever again.
”","1","Posted 3 years ago"
"Les","“
these people suck balls tried to return a ipad within the stated period for a full refund they lied about the return period and tried to fob me off with a store credit like i would ever buy from these muppets again aaAVOID AVOID AVOID at all cost do not use this company
”","1","Posted 3 years ago"
